N_unmapped	1406376	1406376	1406376
N_multimapping	1383753	1383753	1383753
N_noFeature	661533	35312594	967453
N_ambiguous	2128022	26938	1115461
FBgn0031081	2244	24	2222
FBgn0052826	0	0	0
FBgn0031085	18	18	0
FBgn0062565	7	2	5
FBgn0031088	377	21	356
FBgn0041626	3	0	3
FBgn0040784	1	0	1
FBgn0031086	4	3	1
FBgn0031082	0	0	0
FBgn0031080	416	3	414
FBgn0052821	0	0	0
FBgn0053217	128	3	125
FBgn0052350	622	74	698
FBgn0024733	76835	507	76329
FBgn0040372	1184	4	1180
FBgn0000316	592	2	691
FBgn0024989	693	5	691
FBgn0040371	7	0	7
FBgn0029521	35	1	34
FBgn0004034	20	1	19
FBgn0000022	0	0	0
FBgn0004170	0	0	0
FBgn0002561	0	0	0
FBgn0000137	2	0	2
FBgn0029522	0	142	80
FBgn0052817	13	72	51
FBgn0029524	123	0	127
FBgn0023536	356	23	392
FBgn0023534	1485	17	1468
FBgn0023535	21	896	41
FBgn0023537	3074	6	3071
FBgn0029525	320	14	310
FBgn0029523	61	84	219
FBgn0010019	580	15	565
FBgn0011822	0	0	0
FBgn0052816	138	2	136
FBgn0040370	1605	31	1575
FBgn0040373	96	0	96
FBgn0000108	40816	223	40596
FBgn0025640	1117	139	1152
FBgn0025635	490	0	490
FBgn0001341	241	41	252
FBgn0003575	1323	12	1313
FBgn0025634	560	0	560
FBgn0025638	2587	265	2815
FBgn0040383	936	4	937
FBgn0040382	19094	68	19027
FBgn0027343	253	0	253
FBgn0025621	1039	3	1039
FBgn0029535	2	2	0
FBgn0026874	51	4	47
FBgn0025616	3	3	0
FBgn0015799	1163	19	1147
FBgn0025620	324	38	636
FBgn0015288	8001	65	7937
FBgn0029532	8	0	8
FBgn0029531	0	312	0
FBgn0025639	3841	263	4072
FBgn0002579	30652	83	30572
FBgn0026879	1584	48	1710
FBgn0029529	636	6	766
FBgn0025633	1848	12	1836
FBgn0040892	24	0	24
FBgn0040341	14	4	10
FBgn0029539	0	0	0
FBgn0040339	474	2	560
FBgn0052815	1599	225	2117
FBgn0040340	1099	5	1094
FBgn0040347	69	722	67
FBgn0042146	1	0	1
FBgn0029552	0	0	0
FBgn0040337	331	0	333
FBgn0040398	4973	11	4962
FBgn0040365	1	0	1
FBgn0040397	1328	27	1332
FBgn0026143	341	7	336
FBgn0040351	1077	20	1557
FBgn0040338	0	0	0
FBgn0040350	9	7	2
FBgn0040349	988	4	984
FBgn0040348	1547	63	2204
FBgn0040346	587	541	788
FBgn0040342	53	5	49
FBgn0040345	1	89	0
FBgn0040343	241	0	241
FBgn0052814	2	0	2
FBgn0040364	1022	5	1019
FBgn0040362	4	3	1
FBgn0040361	42	0	42
FBgn0040360	16	0	16
FBgn0040359	324	1	323
FBgn0040358	17	2	15
FBgn0029568	4	2	2
FBgn0040357	58	0	58
FBgn0040367	91	26	65
FBgn0025642	176	1	175
FBgn0004650	45	1	44
FBgn0024362	1686	3	1683
FBgn0024361	55	6	50
FBgn0024364	271	10	261
FBgn0029573	227	6	221
FBgn0024987	7503	52	7451
FBgn0023169	4795	136	4825
FBgn0052813	917	37	882
FBgn0024985	6025	75	5950
FBgn0027794	831	1	830
FBgn0027795	168	4	164
FBgn0024986	2025	46	2147
FBgn0000826	49	0	49
FBgn0024365	1230	6	1224
FBgn0024360	284	4	281
FBgn0024366	182	2	180
FBgn0025641	2759	41	2718
FBgn0052811	0	0	0
FBgn0028550	2032	23	2020
FBgn0026876	56	0	56
FBgn0040366	185	1	185
FBgn0040363	1	2	1
FBgn0040368	3	0	3
FBgn0026872	1963	40	1968
FBgn0029580	308	50	324
FBgn0025383	24	1	23
FBgn0025381	1017	2	1016
FBgn0025394	1784	80	1775
FBgn0000482	581	65	622
FBgn0001189	947	2360	1127
FBgn0029587	18	333	47
FBgn0024897	155	0	156
FBgn0025391	678	6	672
FBgn0025378	0	0	0
FBgn0023130	389	11	565
