N_unmapped	1329877	1329877	1329877
N_multimapping	1271717	1271717	1271717
N_noFeature	664087	36973636	942864
N_ambiguous	2237200	30274	1145974
FBgn0031081	1779	16	1765
FBgn0052826	0	0	0
FBgn0031085	28	28	0
FBgn0062565	3	5	3
FBgn0031088	496	2	494
FBgn0041626	9	0	9
FBgn0040784	0	0	0
FBgn0031086	0	0	0
FBgn0031082	0	0	0
FBgn0031080	450	0	452
FBgn0052821	0	0	0
FBgn0053217	102	0	102
FBgn0052350	519	65	579
FBgn0024733	75309	332	74977
FBgn0040372	1286	7	1281
FBgn0000316	609	3	705
FBgn0024989	671	4	667
FBgn0040371	13	0	13
FBgn0029521	59	3	58
FBgn0004034	30	0	30
FBgn0000022	1	0	1
FBgn0004170	1	0	1
FBgn0002561	0	0	0
FBgn0000137	9	0	9
FBgn0029522	0	175	91
FBgn0052817	9	69	29
FBgn0029524	121	1	127
FBgn0023536	317	19	333
FBgn0023534	1437	17	1420
FBgn0023535	28	805	62
FBgn0023537	3458	13	3447
FBgn0029525	391	14	384
FBgn0029523	84	99	266
FBgn0010019	270	5	267
FBgn0011822	1	0	1
FBgn0052816	218	6	215
FBgn0040370	1365	21	1344
FBgn0040373	108	0	110
FBgn0000108	39047	211	38840
FBgn0025640	1250	173	1300
FBgn0025635	435	1	434
FBgn0001341	198	33	197
FBgn0003575	1366	11	1360
FBgn0025634	635	0	635
FBgn0025638	2748	279	3040
FBgn0040383	796	12	796
FBgn0040382	18045	43	18008
FBgn0027343	310	1	309
FBgn0025621	1131	1	1132
FBgn0029535	1	0	1
FBgn0026874	85	0	85
FBgn0025616	0	0	0
FBgn0015799	1337	7	1332
FBgn0025620	470	48	850
FBgn0015288	10530	118	10412
FBgn0029532	4	0	4
FBgn0029531	4	314	11
FBgn0025639	4233	346	4467
FBgn0002579	28423	59	28370
FBgn0026879	1442	66	1601
FBgn0029529	661	7	792
FBgn0025633	2261	5	2256
FBgn0040892	8	0	8
FBgn0040341	1	1	0
FBgn0029539	0	0	0
FBgn0040339	456	0	536
FBgn0052815	1652	207	2206
FBgn0040340	1317	10	1307
FBgn0040347	68	745	84
FBgn0042146	2	0	2
FBgn0029552	0	0	0
FBgn0040337	395	3	400
FBgn0040398	6885	19	6866
FBgn0040365	3	0	3
FBgn0040397	1392	20	1410
FBgn0026143	371	22	357
FBgn0040351	1110	10	1539
FBgn0040338	1	0	1
FBgn0040350	13	12	1
FBgn0040349	1893	8	1885
FBgn0040348	1436	55	2142
FBgn0040346	518	568	708
FBgn0040342	55	15	43
FBgn0040345	5	82	0
FBgn0040343	288	1	287
FBgn0052814	2	0	2
FBgn0040364	1246	2	1244
FBgn0040362	0	0	0
FBgn0040361	47	0	47
FBgn0040360	4	0	4
FBgn0040359	382	1	381
FBgn0040358	31	0	31
FBgn0029568	7	5	2
FBgn0040357	81	0	81
FBgn0040367	76	14	62
FBgn0025642	30	0	30
FBgn0004650	16	0	16
FBgn0024362	1938	10	1929
FBgn0024361	67	20	49
FBgn0024364	316	6	310
FBgn0029573	326	15	311
FBgn0024987	7717	52	7665
FBgn0023169	5435	125	5463
FBgn0052813	1091	36	1055
FBgn0024985	6324	33	6291
FBgn0027794	1079	6	1074
FBgn0027795	206	0	206
FBgn0024986	2126	40	2239
FBgn0000826	44	0	44
FBgn0024365	1405	6	1399
FBgn0024360	319	2	319
FBgn0024366	303	0	303
FBgn0025641	3175	38	3137
FBgn0052811	0	0	0
FBgn0028550	2425	20	2411
FBgn0026876	78	0	78
FBgn0040366	156	0	156
FBgn0040363	2	2	0
FBgn0040368	3	0	3
FBgn0026872	1483	53	1496
FBgn0029580	287	57	291
FBgn0025383	22	0	22
FBgn0025381	1213	7	1206
FBgn0025394	2046	63	2043
FBgn0000482	578	66	605
FBgn0001189	887	2003	1096
FBgn0029587	25	260	69
FBgn0024897	164	3	161
FBgn0025391	641	3	638
FBgn0025378	4	4	0
FBgn0023130	466	25	641
FBgn0023530	338	29	338
FBgn0025390	1547	76	1547
FBgn0025393	0	5	55
FBgn0003517	36064	79	35988
FBgn0044508	0	0	0
FBgn0025382	836	2	836
FBgn0052808	320	250	266
FBgn0027791	444	1	443
FBgn0027793	229	12	217
FBgn0052806	0	0	0
FBgn0026873	446	73	482
FBgn0023513	280	15	290
FBgn0014411	1987	135	2343
FBgn0023514	516	460	581
FBgn0029594	1196	144	1386
FBgn0023519	831	874	874
FBgn0023509	606	88	603
FBgn0023510	4041	32	4009
FBgn0023508	2236	12	2224
FBgn0023522	740	5	778
FBgn0023521	226	0	226
FBgn0025627	45	44	5
FBgn0025630	507	82	643
FBgn0025629	501	211	466
FBgn0025628	2966	62	2998
FBgn0029596	0	7	0
FBgn0025626	1109	5	1104
FBgn0025625	1602	84	2514
FBgn0025631	1680	17	1663
FBgn0026878	159	7	152
FBgn0000667	7922	2241	7887
FBgn0003964	1717	14	1703
FBgn0023545	873	4	961
FBgn0023520	135	61	117
FBgn0023512	628	34	673
FBgn0023511	1759	26	1856
FBgn0052801	0	12	464
FBgn0023518	974	209	1099
FBgn0026088	1561	67	2017
FBgn0026089	950	429	1014
FBgn0023517	385	9	399
FBgn0023516	1345	45	1412
FBgn0023515	186	3	184
FBgn0028969	2588	14	2574
FBgn0026090	1723	2	1721
FBgn0029590	13	0	13
FBgn0025624	665	176	872
FBgn0040395	5350	48	5303
FBgn0000382	15369	89	15301
FBgn0023507	3301	8	3293
FBgn0004654	2818	216	3130
FBgn0023540	3267	18	3255
FBgn0025839	2823	1	2822
FBgn0011576	0	175	2467
FBgn0015036	15	89	225
FBgn0003116	696	120	780
FBgn0040899	508	1	512
FBgn0040900	728	0	728
FBgn0024984	0	0	0
FBgn0023549	725	162	698
FBgn0029606	19	0	19
FBgn0003048	1078	35	1226
FBgn0000810	782	14	768
FBgn0023523	31	1	31
FBgn0023527	351	427	431
FBgn0040391	10	10	0
FBgn0053218	14	9	7
FBgn0003079	1231	4	1229
FBgn0003159	2152	16	2136
FBgn0040389	858	2	858
FBgn0044047	872	5	867
FBgn0040392	82	2	82
FBgn0023526	4413	32	4382
FBgn0023529	4178	30	4148
FBgn0023528	1931	89	2351
FBgn0027296	912	15	897
FBgn0023524	1847	41	1806
FBgn0023525	605	2	603
FBgn0000377	721	4	717
FBgn0001330	200	160	221
FBgn0004397	7557	15	7542
FBgn0023550	350	54	304
FBgn0029603	13	6	7
FBgn0023542	543	93	659
FBgn0023541	0	165	150
FBgn0005670	146	7	145
FBgn0004655	1554	35	1519
FBgn0013432	681	315	875
FBgn0004861	1797	17	1780
FBgn0004860	911	36	896
FBgn0040394	1004	228	1158
FBgn0040376	123	178	203
FBgn0040066	834	20	815
FBgn0001404	4639	42	4601
FBgn0040336	348	15	388
FBgn0040333	121	50	128
FBgn0040334	334	4	330
FBgn0029629	3919	12	3907
FBgn0011566	435	128	488
FBgn0011606	102	3	102
FBgn0040375	1078	107	1229
FBgn0040377	800	0	800
FBgn0040388	269	6	267
FBgn0003714	704	0	704
FBgn0001150	752	2	750
FBgn0052797	4	4	0
FBgn0040385	2	0	2
FBgn0003371	14008	121	13890
FBgn0003068	859	62	905
FBgn0024993	189	2	187
FBgn0024996	1158	157	1157
FBgn0024997	575	10	566
FBgn0024991	169	35	173
FBgn0000928	29	1	28
FBgn0000927	24	2	22
FBgn0000520	506	13	519
FBgn0024975	148	114	219
FBgn0040356	1	0	1
FBgn0003996	580	1	579
FBgn0040384	1895	39	1858
FBgn0024980	906	7	900
FBgn0000376	722	76	831
FBgn0024973	1207	11	1235
FBgn0024998	591	7	585
FBgn0024995	728	16	868
FBgn0024994	433	6	427
FBgn0024992	1288	10	1278
FBgn0000092	911	56	963
FBgn0025838	35	0	35
FBgn0011276	65	5	61
FBgn0004647	990	9	981
FBgn0040396	636	10	628
FBgn0000479	23017	153	22864
FBgn0002933	4	0	4
FBgn0003374	675	10	665
FBgn0029660	1	1	0
FBgn0029662	59	2	57
FBgn0029661	1	1	0
FBgn0029659	3	0	3
FBgn0029658	0	0	0
FBgn0052493	15	15	0
FBgn0029657	11	653	16
FBgn0029656	3	0	3
FBgn0003086	567	7	560
