N_unmapped	1414030	1414030	1414030
N_multimapping	1388084	1388084	1388084
N_noFeature	719354	40982123	999739
N_ambiguous	2989928	29478	1244336
FBgn0031081	1454	10	1445
FBgn0052826	0	0	0
FBgn0031085	64	64	0
FBgn0062565	7	0	7
FBgn0031088	471	0	471
FBgn0041626	1	0	1
FBgn0040784	3	1	2
FBgn0031086	1	1	0
FBgn0031082	0	0	0
FBgn0031080	475	0	476
FBgn0052821	0	0	0
FBgn0053217	110	6	104
FBgn0052350	501	37	593
FBgn0024733	120936	588	120355
FBgn0040372	1391	6	1385
FBgn0000316	814	12	962
FBgn0024989	781	8	777
FBgn0040371	21	1	20
FBgn0029521	55	4	64
FBgn0004034	21	3	18
FBgn0000022	4	0	4
FBgn0004170	1	0	1
FBgn0002561	0	0	0
FBgn0000137	4	1	3
FBgn0029522	0	97	130
FBgn0052817	6	71	32
FBgn0029524	17	3	20
FBgn0023536	387	14	414
FBgn0023534	1072	14	1058
FBgn0023535	105	776	268
FBgn0023537	3423	15	3414
FBgn0029525	409	18	397
FBgn0029523	74	141	181
FBgn0010019	328	5	323
FBgn0011822	0	0	0
FBgn0052816	204	7	207
FBgn0040370	1081	28	1056
FBgn0040373	111	2	109
FBgn0000108	34905	170	34735
FBgn0025640	1670	252	1739
FBgn0025635	450	1	449
FBgn0001341	203	70	202
FBgn0003575	1541	6	1537
FBgn0025634	604	8	596
FBgn0025638	3073	329	3319
FBgn0040383	1096	3	1098
FBgn0040382	19371	50	19322
FBgn0027343	397	4	393
FBgn0025621	2028	1	2040
FBgn0029535	1	1	0
FBgn0026874	60	1	60
FBgn0025616	0	0	0
FBgn0015799	1176	23	1166
FBgn0025620	1393	82	2405
FBgn0015288	16538	176	16362
FBgn0029532	3	0	3
FBgn0029531	2	320	3
FBgn0025639	4451	312	4714
FBgn0002579	45125	116	45011
FBgn0026879	2337	102	2556
FBgn0029529	629	1	811
FBgn0025633	2104	6	2098
FBgn0040892	9	0	9
FBgn0040341	1	1	0
FBgn0029539	0	0	0
FBgn0040339	517	0	608
FBgn0052815	1290	209	1801
FBgn0040340	2209	12	2197
FBgn0040347	71	589	121
FBgn0042146	1	0	1
FBgn0029552	1	1	0
FBgn0040337	380	4	392
FBgn0040398	14601	30	14571
FBgn0040365	3	0	3
FBgn0040397	1210	20	1217
FBgn0026143	398	18	395
FBgn0040351	680	10	988
FBgn0040338	0	0	0
FBgn0040350	10	8	2
FBgn0040349	1194	3	1191
FBgn0040348	1232	90	1781
FBgn0040346	616	533	804
FBgn0040342	3	1	2
FBgn0040345	7	98	0
FBgn0040343	396	1	395
FBgn0052814	0	0	0
FBgn0040364	1106	6	1105
FBgn0040362	0	0	0
FBgn0040361	55	0	55
FBgn0040360	55	1	54
FBgn0040359	468	3	465
FBgn0040358	36	3	33
FBgn0029568	11	0	11
FBgn0040357	98	0	98
FBgn0040367	72	11	65
FBgn0025642	41	0	41
FBgn0004650	6	3	3
FBgn0024362	2392	10	2382
FBgn0024361	56	13	44
FBgn0024364	463	0	466
FBgn0029573	304	7	297
FBgn0024987	5470	34	5436
FBgn0023169	5927	162	5975
FBgn0052813	919	31	888
FBgn0024985	6120	58	6062
FBgn0027794	962	3	959
FBgn0027795	164	0	164
FBgn0024986	2242	66	2384
FBgn0000826	12	3	12
FBgn0024365	1550	5	1545
FBgn0024360	354	5	350
FBgn0024366	84	2	82
FBgn0025641	4362	40	4322
FBgn0052811	2	0	2
FBgn0028550	4231	35	4201
FBgn0026876	58	0	58
FBgn0040366	145	2	149
FBgn0040363	3	5	3
FBgn0040368	5	0	5
FBgn0026872	2149	38	2183
FBgn0029580	349	69	379
FBgn0025383	5	0	5
FBgn0025381	1473	16	1457
FBgn0025394	2203	92	2201
FBgn0000482	452	116	476
FBgn0001189	1286	1915	1545
FBgn0029587	12	243	34
FBgn0024897	169	1	169
FBgn0025391	562	4	558
FBgn0025378	0	0	0
FBgn0023130	431	14	649
FBgn0023530	436	30	436
FBgn0025390	1881	66	1877
FBgn0025393	0	7	83
FBgn0003517	74776	147	74629
FBgn0044508	0	0	0
FBgn0025382	851	6	845
FBgn0052808	337	300	259
FBgn0027791	640	4	638
FBgn0027793	304	3	301
FBgn0052806	0	0	0
FBgn0026873	535	101	591
FBgn0023513	214	13	221
FBgn0014411	2005	90	2461
FBgn0023514	666	423	762
FBgn0029594	1224	156	1456
FBgn0023519	723	892	757
FBgn0023509	669	95	677
FBgn0023510	3257	55	3202
FBgn0023508	1997	13	1985
FBgn0023522	1049	10	1088
FBgn0023521	292	2	290
FBgn0025627	19	18	1
FBgn0025630	422	146	529
FBgn0025629	556	135	641
FBgn0025628	2681	59	2698
FBgn0029596	0	1	1
FBgn0025626	1310	6	1304
FBgn0025625	1987	68	3180
FBgn0025631	1955	26	1929
FBgn0026878	287	13	274
FBgn0000667	9270	2299	9226
FBgn0003964	1814	6	1808
FBgn0023545	863	1	967
FBgn0023520	158	80	127
FBgn0023512	660	24	734
FBgn0023511	2641	13	2696
FBgn0052801	0	5	132
FBgn0023518	913	247	1054
FBgn0026088	1588	99	2009
FBgn0026089	813	524	836
FBgn0023517	554	7	567
FBgn0023516	1629	66	1720
FBgn0023515	113	0	113
FBgn0028969	3017	7	3011
FBgn0026090	2018	6	2013
FBgn0029590	22	0	22
FBgn0025624	729	230	992
FBgn0040395	4030	45	3985
FBgn0000382	16882	121	16780
FBgn0023507	4633	12	4621
FBgn0004654	3031	265	3337
FBgn0023540	3958	12	3948
FBgn0025839	3030	10	3020
FBgn0011576	0	176	1712
FBgn0015036	2	82	198
FBgn0003116	685	242	782
FBgn0040899	679	0	679
FBgn0040900	1181	2	1179
FBgn0024984	19	0	19
FBgn0023549	854	72	907
FBgn0029606	14	0	14
FBgn0003048	1031	20	1159
FBgn0000810	868	23	845
FBgn0023523	37	2	35
FBgn0023527	397	321	496
FBgn0040391	12	12	0
FBgn0053218	40	38	2
FBgn0003079	1096	15	1082
FBgn0003159	2103	4	2100
FBgn0040389	725	2	723
FBgn0044047	2081	17	2065
FBgn0040392	146	0	146
FBgn0023526	4225	15	4210
FBgn0023529	5574	41	5533
FBgn0023528	1667	121	1966
FBgn0027296	1022	9	1015
FBgn0023524	1409	14	1395
FBgn0023525	829	4	825
FBgn0000377	946	0	946
FBgn0001330	174	134	188
FBgn0004397	8903	20	8883
FBgn0023550	313	69	249
FBgn0029603	28	11	18
FBgn0023542	661	107	893
FBgn0023541	0	30	55
FBgn0005670	436	3	433
FBgn0004655	1559	12	1547
FBgn0013432	755	323	1003
FBgn0004861	1840	10	1830
FBgn0004860	790	40	767
FBgn0040394	1250	285	1458
FBgn0040376	103	149	149
FBgn0040066	776	9	768
FBgn0001404	5212	55	5161
FBgn0040336	415	11	476
FBgn0040333	6	73	3
FBgn0040334	390	8	384
FBgn0029629	5248	23	5225
FBgn0011566	416	114	486
FBgn0011606	114	4	113
FBgn0040375	1162	77	1281
FBgn0040377	857	6	851
FBgn0040388	246	3	244
FBgn0003714	1006	5	1001
FBgn0001150	605	4	601
FBgn0052797	7	5	2
FBgn0040385	2	0	2
FBgn0003371	12267	117	12150
FBgn0003068	4421	91	4555
FBgn0024993	182	5	177
FBgn0024996	1334	98	1336
FBgn0024997	1944	16	1930
FBgn0024991	170	41	175
FBgn0000928	1	0	1
FBgn0000927	0	0	0
FBgn0000520	489	12	491
FBgn0024975	126	132	167
FBgn0040356	3	3	0
FBgn0003996	462	8	454
FBgn0040384	2164	10	2154
FBgn0024980	865	19	847
FBgn0000376	765	56	882
FBgn0024973	1490	11	1525
FBgn0024998	502	6	498
FBgn0024995	445	11	534
FBgn0024994	361	27	334
FBgn0024992	1348	9	1339
FBgn0000092	1013	173	1064
FBgn0025838	46	0	46
FBgn0011276	52	0	52
FBgn0004647	1059	34	1033
FBgn0040396	1340	17	1328
FBgn0000479	26583	202	26382
FBgn0002933	18	0	18
FBgn0003374	634	4	630
FBgn0029660	3	0	3
FBgn0029662	94	9	85
FBgn0029661	0	0	0
FBgn0029659	5	1	4
FBgn0029658	2	2	0
FBgn0052493	6	6	0
