2L	11345	11409	2	2	1	119	0	50
2L	11519	11778	2	2	1	128	0	50
2L	12222	12285	2	2	1	87	0	44
2L	12630	12734	2	2	0	2	0	50
2L	12929	13519	2	2	1	64	0	49
2L	13626	13682	2	2	1	61	0	41
2L	14875	14932	2	2	1	21	0	42
2L	15712	17052	2	2	1	9	3	47
2L	15712	19879	2	2	1	0	3	6
2L	17213	18025	2	2	1	0	1	20
2L	17213	18260	2	2	1	2	0	10
2L	17213	18330	2	2	0	0	1	45
2L	17213	19879	2	2	1	9	0	50
2L	17213	21135	2	2	1	1	1	48
2L	18169	18330	2	2	0	1	0	33
2L	18194	18260	2	2	0	0	1	29
2L	18194	21065	2	2	0	0	1	29
2L	20021	20830	2	2	0	1	0	29
2L	20021	21065	2	2	1	3	0	50
2L	20999	21065	2	2	0	0	1	29
2L	22565	22620	1	3	0	3	0	25
2L	22688	22742	2	2	1	6	0	21
2L	22936	22993	2	2	1	10	0	47
2L	22942	22997	1	1	1	2	0	50
2L	23423	54501	1	1	0	2	0	38
2L	23874	23928	2	2	1	4	0	46
2L	24211	24746	2	2	1	1	0	22
2L	25653	25711	2	2	0	1	0	14
2L	26689	26765	2	2	1	242	0	50
2L	26778	26828	2	2	0	3	0	12
2L	26965	27052	2	2	1	198	3	50
2L	27491	28014	2	2	1	82	1	49
2L	27491	28410	2	2	1	4	1	50
2L	28241	28410	2	2	0	1	0	22
2L	28241	28732	2	2	1	36	0	50
2L	28640	28732	2	2	1	9	0	44
2L	28927	28981	2	2	1	85	0	50
2L	29069	30393	2	2	1	34	0	49
2L	29069	33844	2	2	1	11	0	50
2L	29069	34557	2	2	1	15	0	47
2L	29069	35745	2	2	1	2	0	39
2L	30042	30393	2	2	0	4	0	42
2L	30042	33844	2	2	0	2	0	30
2L	33271	33844	2	2	1	1	0	6
2L	34289	34557	2	2	1	11	0	49
2L	34605	34719	2	2	1	18	0	47
2L	34913	38534	2	2	0	10	0	44
2L	35213	38534	2	2	1	11	0	38
2L	37716	75968	1	1	0	0	1	17
2L	38732	39300	2	2	1	11	0	46
2L	39858	58080	2	2	1	1	0	44
2L	39858	66681	2	2	0	3	0	28
2L	49809	52184	2	2	0	0	2	35
2L	50022	52048	1	1	0	0	1	46
2L	58177	59189	2	2	1	5	0	30
2L	58183	59189	2	2	1	2	0	36
2L	58183	65345	2	2	1	2	0	21
2L	65411	66681	2	2	0	2	0	46
2L	66613	66675	1	1	1	1	0	25
2L	67004	67388	1	1	1	2	0	6
2L	67112	67388	1	1	1	1	0	23
2L	67138	67388	1	1	1	1	0	49
2L	67138	67568	1	1	0	1	0	44
2L	67508	67568	1	1	1	11	0	50
2L	67763	67891	1	1	1	28	0	48
2L	68024	68084	1	1	1	27	0	50
2L	70550	70606	1	1	1	221	0	50
2L	71805	71949	1	1	1	17	0	49
2L	71805	74902	1	1	0	6	0	48
2L	72082	74902	1	1	1	30	0	45
2L	72978	73334	1	1	0	1	0	13
2L	72978	74902	1	1	1	148	0	49
2L	73274	73620	1	3	0	1	0	16
2L	73586	74902	1	1	0	6	0	31
2L	73643	73754	2	2	1	2	0	34
2L	73693	73819	1	1	1	48	0	50
2L	73693	74902	1	1	1	65	0	50
2L	73693	75077	1	1	0	3	0	30
2L	73898	74296	1	1	0	1	0	45
2L	73898	74445	1	1	0	1	0	46
2L	73898	74902	1	1	1	66	0	48
2L	74573	74902	1	1	1	16	0	49
2L	75019	75077	1	1	1	462	0	50
2L	75367	77480	1	1	0	1	0	13
2L	75367	85247	1	1	0	1	0	43
2L	75367	92174	1	1	0	2	0	48
2L	77584	77641	1	1	1	2	0	22
2L	78231	78724	2	2	0	4	0	18
2L	78231	81244	2	2	0	3	0	26
2L	84278	87019	2	2	1	14	0	49
2L	85177	85243	1	1	0	10	0	37
2L	91417	91478	1	1	0	1	0	43
2L	94893	94988	1	1	1	12	0	46
2L	95071	95131	1	1	1	15	0	45
2L	95302	95353	1	1	1	9	0	36
2L	97834	97883	1	1	1	48	0	48
2L	97834	97895	1	1	0	1	0	20
2L	98471	98526	1	1	1	58	0	50
2L	99347	99486	1	1	0	2	0	45
2L	99347	99597	1	1	0	2	0	49
2L	99347	99658	1	1	0	4	0	39
2L	99724	99784	1	1	1	165	0	50
2L	100517	100571	1	1	1	300	1	50
2L	100704	100761	1	1	1	501	0	50
2L	100704	100810	1	1	0	3	0	43
2L	100704	100835	1	1	0	2	0	22
2L	100943	101015	1	1	1	318	1	50
2L	101195	101248	1	1	1	399	0	50
2L	101195	101279	1	1	0	2	0	37
2L	101620	101875	1	1	1	156	0	50
2L	101915	101978	1	1	0	99	0	48
2L	102907	103005	1	1	1	112	0	50
2L	103435	103515	1	1	1	217	0	50
2L	103435	103877	1	1	1	5	0	37
2L	104948	105004	2	2	1	109	0	49
2L	105337	105390	2	2	1	71	0	45
2L	105456	105511	2	2	1	57	0	48
2L	105916	105968	2	4	1	55	0	45
2L	105916	107306	2	2	0	2	0	26
2L	107636	108587	1	1	0	1	0	32
2L	107839	108587	1	1	1	68	0	49
2L	108102	108587	1	1	1	44	0	50
2L	108227	108587	1	1	1	248	0	50
2L	108347	108587	1	1	1	19	0	47
2L	108810	110405	1	1	1	430	0	50
2L	110484	110754	1	1	1	436	3	49
2L	110878	111004	1	1	1	110	4	50
2L	110878	111906	1	1	1	383	4	50
2L	111118	111906	1	1	1	3	0	16
2L	111118	112689	1	1	1	162	12	50
2L	112020	112689	1	1	1	613	13	50
2L	112073	112174	1	3	0	2	0	42
2L	113370	113433	1	1	1	1345	0	50
2L	114882	114938	1	3	0	12	0	42
2L	114992	123139	1	1	0	1	0	47
2L	114992	126673	1	1	0	1	0	39
2L	114992	155545	1	1	1	3	0	25
2L	114992	155566	1	1	1	13	0	50
2L	114992	155637	1	1	1	2	0	49
2L	115491	115521	0	0	0	9	2	48
2L	116091	116152	2	2	0	2	0	28
2L	117760	117819	2	2	1	269	1	50
2L	117776	117819	2	2	0	3	0	45
2L	118077	118135	2	2	1	276	0	50
2L	118305	118360	2	2	1	232	0	50
2L	118875	118930	2	2	1	203	0	50
2L	119077	119133	2	2	1	90	0	50
2L	119080	119133	2	2	0	4	0	26
2L	119236	119287	2	2	1	104	0	50
2L	119236	119430	2	2	1	1	0	50
2L	119376	119430	2	2	1	47	0	48
2L	119555	119827	2	2	1	120	0	49
2L	120081	120167	2	2	1	19	0	50
2L	120081	120420	2	2	1	42	0	49
2L	120081	121632	2	2	1	3	0	10
2L	120266	120420	2	2	0	1	0	26
