2L	11345	11409	2	2	1	93	0	50
2L	11519	11778	2	2	1	92	0	50
2L	12222	12285	2	2	1	70	0	49
2L	12929	13519	2	2	1	46	0	50
2L	13626	13682	2	2	1	31	0	46
2L	14875	14932	2	2	1	18	0	48
2L	15712	17052	2	2	1	5	1	45
2L	17208	19879	2	2	0	5	0	13
2L	17213	18260	2	2	1	5	1	44
2L	17213	19879	2	2	1	7	0	47
2L	17962	18037	1	1	0	0	1	30
2L	17962	20842	1	1	0	0	1	30
2L	18169	18260	2	2	1	0	3	43
2L	20016	20830	2	2	1	2	0	6
2L	20021	20830	2	2	0	3	0	21
2L	20021	21065	2	2	1	9	0	33
2L	20021	21135	2	2	1	3	0	17
2L	20767	20842	1	1	0	0	1	30
2L	20974	21065	2	2	1	1	3	43
2L	22688	22742	2	2	1	1	0	3
2L	22710	22768	1	1	0	2	0	41
2L	22936	22993	2	2	1	2	0	47
2L	22942	22997	1	1	1	2	0	13
2L	25653	25711	2	2	0	1	0	38
2L	26689	26765	2	2	1	136	0	50
2L	26778	26828	2	2	0	3	0	12
2L	26965	27052	2	2	1	99	0	50
2L	27491	28014	2	2	1	22	0	48
2L	27491	28410	2	2	1	1	0	31
2L	27491	28732	2	2	0	1	0	20
2L	28241	28410	2	2	0	10	0	39
2L	28241	28732	2	2	1	8	0	41
2L	28640	28732	2	2	1	8	0	11
2L	28927	28981	2	2	1	29	0	47
2L	29069	30393	2	2	1	24	0	41
2L	29069	33844	2	2	1	5	0	44
2L	29069	34557	2	2	1	10	0	45
2L	33271	33844	2	2	1	2	0	22
2L	33271	34557	2	2	1	1	0	5
2L	34289	34557	2	2	1	3	0	42
2L	34605	34719	2	2	1	7	0	38
2L	35213	38534	2	2	1	2	0	42
2L	38299	38534	2	2	1	1	0	26
2L	38732	39300	2	2	1	4	0	48
2L	58183	58248	2	2	1	1	0	18
2L	58183	59189	2	2	1	1	0	21
2L	67004	67388	1	1	1	2	0	30
2L	67138	67388	1	1	1	2	0	47
2L	67508	67568	1	1	1	14	0	47
2L	67763	67891	1	1	1	18	0	50
2L	68024	68084	1	1	1	14	0	34
2L	70550	70606	1	1	1	105	0	50
2L	71805	71914	1	1	0	3	0	27
2L	71805	71949	1	1	1	9	0	49
2L	71805	74902	1	1	0	1	0	32
2L	72082	74902	1	1	1	29	0	49
2L	72978	73334	1	1	0	1	0	22
2L	72978	74902	1	1	1	59	0	48
2L	73693	73819	1	1	1	20	0	42
2L	73693	74902	1	1	1	15	0	49
2L	73898	74902	1	1	1	32	0	50
2L	74573	74902	1	1	1	19	0	49
2L	75019	75077	1	1	1	240	0	50
2L	75367	75426	1	1	0	9	0	47
2L	75367	77480	1	1	0	2	0	37
2L	77584	77641	1	1	1	1	0	7
2L	78870	78938	2	2	0	1	0	47
2L	83395	85247	1	1	0	2	0	41
2L	84278	87019	2	2	1	7	0	39
2L	85177	85243	1	1	0	11	0	49
2L	94893	94988	1	1	1	5	0	48
2L	95071	95131	1	1	1	4	0	39
2L	95302	95353	1	1	1	3	0	49
2L	97834	97883	1	1	1	13	0	41
2L	98471	98526	1	1	1	45	0	50
2L	99347	99658	1	1	0	1	0	41
2L	99724	99784	1	1	1	96	0	48
2L	100517	100571	1	1	1	171	0	49
2L	100704	100761	1	1	1	222	0	50
2L	100704	100835	1	1	0	1	0	44
2L	100943	101015	1	1	1	192	0	50
2L	101195	101248	1	1	1	285	0	50
2L	101620	101875	1	1	1	128	0	50
2L	101915	101978	1	1	0	89	0	47
2L	102907	103005	1	1	1	65	0	48
2L	103435	103515	1	1	1	147	0	50
2L	103435	103877	1	1	1	6	0	44
2L	103435	108587	1	1	0	3	0	50
2L	104948	105004	2	2	1	50	0	48
2L	105337	105390	2	2	1	48	0	48
2L	105456	105511	2	2	1	34	0	48
2L	105916	105968	2	4	1	12	0	40
2L	105916	106437	2	2	0	1	0	23
2L	107839	108587	1	1	1	173	0	50
2L	108102	108587	1	1	1	19	0	50
2L	108227	108587	1	1	1	129	0	50
2L	108347	108587	1	1	1	11	0	44
2L	108810	110405	1	1	1	358	3	50
2L	110484	110754	1	1	1	339	3	48
2L	110878	111004	1	1	1	195	5	49
2L	110878	111906	1	1	1	120	5	49
2L	110878	112689	1	1	1	1	0	46
2L	111118	111906	1	1	1	6	0	46
2L	111118	112689	1	1	1	231	9	50
2L	112020	112689	1	1	1	226	9	50
2L	113370	113433	1	1	1	961	0	50
2L	114882	114938	1	3	0	1	0	19
2L	114992	155566	1	1	1	7	0	49
2L	117760	117819	2	2	1	343	0	50
2L	117776	117819	2	2	0	6	0	42
2L	118077	118135	2	2	1	337	0	50
2L	118305	118360	2	2	1	235	0	50
2L	118875	118930	2	2	1	178	0	50
2L	119077	119133	2	2	1	119	0	50
2L	119080	119133	2	2	0	2	0	23
2L	119236	119287	2	2	1	109	0	50
2L	119236	119430	2	2	1	2	0	27
2L	119376	119430	2	2	1	88	0	49
2L	119555	119794	2	2	0	2	0	22
2L	119555	119827	2	2	1	129	0	50
2L	120081	120167	2	2	1	7	0	38
2L	120081	120420	2	2	1	32	0	50
2L	120266	120420	2	2	0	3	0	48
2L	120365	120420	2	2	1	12	0	49
2L	120369	120420	2	2	0	1	0	47
2L	122756	123001	0	0	0	3	0	36
2L	122988	123080	2	2	0	6	0	33
2L	122995	123080	2	2	1	349	0	50
2L	123630	123689	2	2	0	1	0	47
2L	123630	123693	2	2	1	941	0	50
2L	123630	123700	2	2	0	1	0	12
2L	123795	123855	2	2	1	929	0	50
2L	124025	124086	2	2	1	783	0	50
2L	124921	125076	2	4	1	279	0	50
2L	125267	126109	2	2	1	255	2	50
2L	125267	126140	2	2	0	3	0	28
2L	125267	128799	2	2	0	1	0	25
2L	126173	126673	1	1	0	2	0	38
2L	126228	126309	2	2	0	2	0	36
2L	126228	127142	2	2	0	7	0	49
2L	126228	127380	2	2	0	1	0	36
2L	126228	128799	2	2	1	267	0	50
2L	126228	130507	2	2	0	1	0	29
