N_unmapped	1421484	1421484	1421484
N_multimapping	1109368	1109368	1109368
N_noFeature	859873	44986878	1241621
N_ambiguous	2576733	35250	1377100
FBgn0031081	3514	32	3482
FBgn0052826	0	0	0
FBgn0031085	31	31	0
FBgn0062565	9	0	9
FBgn0031088	337	1	336
FBgn0041626	2	0	2
FBgn0040784	0	0	0
FBgn0031086	0	0	0
FBgn0031082	0	0	0
FBgn0031080	552	0	552
FBgn0052821	0	0	0
FBgn0053217	211	7	204
FBgn0052350	722	70	870
FBgn0024733	84859	467	84394
FBgn0040372	2395	23	2372
FBgn0000316	947	9	1016
FBgn0024989	551	8	548
FBgn0040371	59	0	59
FBgn0029521	147	3	152
FBgn0004034	10	0	10
FBgn0000022	2	0	2
FBgn0004170	1	0	1
FBgn0002561	0	0	0
FBgn0000137	7	0	7
FBgn0029522	0	202	69
FBgn0052817	7	96	40
FBgn0029524	80	9	73
FBgn0023536	469	44	488
FBgn0023534	1668	10	1658
FBgn0023535	44	813	66
FBgn0023537	4324	24	4311
FBgn0029525	585	4	583
FBgn0029523	108	82	341
FBgn0010019	942	17	925
FBgn0011822	4	2	2
FBgn0052816	298	10	295
FBgn0040370	2480	48	2433
FBgn0040373	120	0	120
FBgn0000108	52336	306	52031
FBgn0025640	1595	103	1631
FBgn0025635	595	0	595
FBgn0001341	319	38	312
FBgn0003575	3066	19	3047
FBgn0025634	787	10	777
FBgn0025638	3522	199	3807
FBgn0040383	1064	4	1064
FBgn0040382	20884	71	20813
FBgn0027343	394	3	391
FBgn0025621	1681	1	1683
FBgn0029535	0	0	0
FBgn0026874	81	0	81
FBgn0025616	1	0	1
FBgn0015799	1824	17	1810
FBgn0025620	438	38	731
FBgn0015288	14328	131	14199
FBgn0029532	5	4	1
FBgn0029531	5	266	6
FBgn0025639	6492	372	6613
FBgn0002579	36670	108	36564
FBgn0026879	1716	61	1796
FBgn0029529	723	14	823
FBgn0025633	3049	14	3036
FBgn0040892	16	3	13
FBgn0040341	8	11	0
FBgn0029539	0	0	0
FBgn0040339	494	3	583
FBgn0052815	2800	222	3297
FBgn0040340	1583	15	1568
FBgn0040347	125	621	156
FBgn0042146	2	0	2
FBgn0029552	3	3	0
FBgn0040337	421	4	431
FBgn0040398	6058	9	6051
FBgn0040365	4	0	4
FBgn0040397	1982	27	2028
FBgn0026143	562	74	500
FBgn0040351	2074	45	2448
FBgn0040338	2	2	0
FBgn0040350	18	15	4
FBgn0040349	2275	3	2272
FBgn0040348	2304	111	2845
FBgn0040346	727	528	908
FBgn0040342	51	21	40
FBgn0040345	10	102	0
FBgn0040343	215	1	214
FBgn0052814	2	0	2
FBgn0040364	899	9	890
FBgn0040362	2	2	0
FBgn0040361	38	0	38
FBgn0040360	19	0	19
FBgn0040359	183	3	180
FBgn0040358	28	8	20
FBgn0029568	8	2	6
FBgn0040357	25	0	25
FBgn0040367	37	18	21
FBgn0025642	41	0	41
FBgn0004650	28	0	28
FBgn0024362	2237	22	2215
FBgn0024361	82	20	64
FBgn0024364	448	23	427
FBgn0029573	228	21	207
FBgn0024987	11156	58	11098
FBgn0023169	7097	137	7113
FBgn0052813	1564	49	1515
FBgn0024985	9416	68	9351
FBgn0027794	1435	3	1432
FBgn0027795	283	0	283
FBgn0024986	2346	35	2464
FBgn0000826	61	2	60
FBgn0024365	1726	6	1721
FBgn0024360	401	2	401
FBgn0024366	211	1	211
FBgn0025641	5727	36	5691
FBgn0052811	0	0	0
FBgn0028550	3249	47	3216
FBgn0026876	119	2	117
FBgn0040366	275	4	274
FBgn0040363	3	4	2
FBgn0040368	5	0	5
FBgn0026872	2078	81	2077
FBgn0029580	402	141	356
FBgn0025383	30	0	30
FBgn0025381	1778	6	1772
FBgn0025394	2626	89	2624
FBgn0000482	940	85	963
FBgn0001189	1136	2477	1197
FBgn0029587	45	1670	62
FBgn0024897	153	1	152
FBgn0025391	942	11	931
FBgn0025378	1	0	1
FBgn0023130	644	22	773
FBgn0023530	340	43	336
FBgn0025390	1784	61	1778
FBgn0025393	0	28	58
FBgn0003517	39014	78	38936
FBgn0044508	0	0	0
FBgn0025382	1156	6	1150
FBgn0052808	322	357	247
FBgn0027791	651	10	641
FBgn0027793	282	18	264
FBgn0052806	0	0	0
FBgn0026873	556	83	568
FBgn0023513	385	19	401
FBgn0014411	2590	94	2953
FBgn0023514	711	457	756
FBgn0029594	1151	98	1343
FBgn0023519	965	748	1000
FBgn0023509	893	154	881
FBgn0023510	5798	62	5736
FBgn0023508	3089	18	3075
FBgn0023522	986	2	1050
FBgn0023521	245	4	241
FBgn0025627	75	68	9
FBgn0025630	726	121	915
FBgn0025629	537	264	455
FBgn0025628	3861	140	3948
FBgn0029596	0	7	2
FBgn0025626	1564	4	1560
FBgn0025625	3370	129	4514
FBgn0025631	1932	36	1896
FBgn0026878	235	12	223
FBgn0000667	10193	2312	10151
FBgn0003964	2170	12	2158
FBgn0023545	1105	1	1197
FBgn0023520	192	85	173
FBgn0023512	934	59	1003
FBgn0023511	2668	49	2722
FBgn0052801	0	24	391
FBgn0023518	1853	219	1924
FBgn0026088	1706	51	2157
FBgn0026089	927	421	963
FBgn0023517	490	11	505
FBgn0023516	1643	27	1720
FBgn0023515	253	4	249
FBgn0028969	3510	8	3504
FBgn0026090	1639	3	1636
FBgn0029590	25	0	25
FBgn0025624	838	164	997
FBgn0040395	8882	62	8820
FBgn0000382	18950	133	18836
