N_unmapped	1410497	1410497	1410497
N_multimapping	1637223	1637223	1637223
N_noFeature	582098	37899941	864199
N_ambiguous	2808517	27821	1142842
FBgn0031081	1587	9	1578
FBgn0052826	0	0	0
FBgn0031085	11	11	0
FBgn0062565	5	0	5
FBgn0031088	352	8	344
FBgn0041626	4	0	4
FBgn0040784	0	0	0
FBgn0031086	0	0	0
FBgn0031082	0	0	0
FBgn0031080	449	0	449
FBgn0052821	0	0	0
FBgn0053217	136	6	130
FBgn0052350	493	44	612
FBgn0024733	120525	690	119838
FBgn0040372	1259	0	1260
FBgn0000316	927	6	1047
FBgn0024989	776	2	777
FBgn0040371	13	1	12
FBgn0029521	90	2	105
FBgn0004034	32	0	32
FBgn0000022	5	0	5
FBgn0004170	0	0	0
FBgn0002561	0	0	0
FBgn0000137	8	0	8
FBgn0029522	0	95	107
FBgn0052817	5	43	21
FBgn0029524	24	0	25
FBgn0023536	390	42	391
FBgn0023534	1151	19	1132
FBgn0023535	277	445	710
FBgn0023537	3131	17	3123
FBgn0029525	330	11	320
FBgn0029523	70	121	176
FBgn0010019	645	7	638
FBgn0011822	1	0	1
FBgn0052816	206	16	205
FBgn0040370	1051	29	1025
FBgn0040373	122	1	121
FBgn0000108	29529	160	29372
FBgn0025640	1542	174	1576
FBgn0025635	508	0	508
FBgn0001341	197	48	199
FBgn0003575	1797	12	1789
FBgn0025634	538	4	534
FBgn0025638	2975	189	3162
FBgn0040383	1045	5	1048
FBgn0040382	17994	47	17948
FBgn0027343	305	1	304
FBgn0025621	1515	8	1511
FBgn0029535	1	1	0
FBgn0026874	39	0	39
FBgn0025616	0	0	0
FBgn0015799	1266	15	1254
FBgn0025620	1140	85	1801
FBgn0015288	18117	205	17916
FBgn0029532	5	2	3
FBgn0029531	9	238	11
FBgn0025639	4794	245	4925
FBgn0002579	40494	90	40406
FBgn0026879	1771	51	1928
FBgn0029529	560	5	680
FBgn0025633	2067	3	2064
FBgn0040892	18	1	17
FBgn0040341	0	0	0
FBgn0029539	0	0	0
FBgn0040339	463	1	550
FBgn0052815	1378	161	1726
FBgn0040340	2238	7	2231
FBgn0040347	63	513	90
FBgn0042146	2	0	2
FBgn0029552	0	0	0
FBgn0040337	386	2	389
FBgn0040398	14561	29	14532
FBgn0040365	0	0	0
FBgn0040397	1140	31	1167
FBgn0026143	421	10	418
FBgn0040351	860	9	1110
FBgn0040338	2	0	2
FBgn0040350	7	2	6
FBgn0040349	1814	3	1811
FBgn0040348	1290	66	1762
FBgn0040346	561	372	698
FBgn0040342	9	4	5
FBgn0040345	3	91	0
FBgn0040343	271	4	267
FBgn0052814	5	2	3
FBgn0040364	783	5	778
FBgn0040362	8	0	8
FBgn0040361	57	0	57
FBgn0040360	27	0	27
FBgn0040359	373	0	373
FBgn0040358	47	3	44
FBgn0029568	7	0	7
FBgn0040357	97	0	97
FBgn0040367	27	4	23
FBgn0025642	37	0	37
FBgn0004650	6	0	6
FBgn0024362	2157	4	2153
FBgn0024361	71	11	60
FBgn0024364	385	0	385
FBgn0029573	249	3	246
FBgn0024987	5357	39	5318
FBgn0023169	6005	113	6030
FBgn0052813	898	20	879
FBgn0024985	6102	74	6029
FBgn0027794	990	2	988
FBgn0027795	122	0	122
FBgn0024986	2094	39	2192
FBgn0000826	4	1	3
FBgn0024365	1484	15	1469
FBgn0024360	365	3	362
FBgn0024366	116	2	114
FBgn0025641	4026	38	3988
FBgn0052811	0	0	0
FBgn0028550	2439	21	2419
FBgn0026876	59	0	59
FBgn0040366	169	3	169
FBgn0040363	0	1	0
FBgn0040368	3	0	3
FBgn0026872	1867	22	1884
FBgn0029580	247	74	247
FBgn0025383	16	0	16
FBgn0025381	1720	16	1705
FBgn0025394	2009	104	1998
FBgn0000482	636	121	658
FBgn0001189	1232	1469	1402
FBgn0029587	7	510	36
FBgn0024897	114	0	114
FBgn0025391	624	0	624
FBgn0025378	0	0	0
FBgn0023130	440	48	587
FBgn0023530	444	31	444
FBgn0025390	1776	50	1778
FBgn0025393	0	5	87
FBgn0003517	66970	104	66867
FBgn0044508	0	0	0
FBgn0025382	759	4	755
FBgn0052808	275	172	253
FBgn0027791	499	3	498
FBgn0027793	229	0	229
FBgn0052806	0	0	0
FBgn0026873	452	76	483
FBgn0023513	208	31	211
FBgn0014411	2074	76	2354
FBgn0023514	666	390	712
FBgn0029594	1120	114	1334
FBgn0023519	678	732	702
FBgn0023509	639	118	613
FBgn0023510	3467	41	3426
FBgn0023508	2129	21	2108
FBgn0023522	992	5	1019
FBgn0023521	309	2	307
FBgn0025627	43	34	14
FBgn0025630	457	107	585
FBgn0025629	518	140	563
FBgn0025628	3015	82	3049
FBgn0029596	0	7	7
FBgn0025626	1243	5	1238
FBgn0025625	2378	58	3340
FBgn0025631	1982	34	1949
FBgn0026878	322	13	309
FBgn0000667	6325	1862	6327
FBgn0003964	2006	17	1989
FBgn0023545	1011	1	1116
FBgn0023520	177	58	151
FBgn0023512	794	25	860
FBgn0023511	2962	28	3012
FBgn0052801	0	5	239
FBgn0023518	1098	228	1198
FBgn0026088	1415	54	1798
FBgn0026089	742	323	775
FBgn0023517	483	7	511
FBgn0023516	1703	33	1776
FBgn0023515	125	3	123
FBgn0028969	3321	12	3311
FBgn0026090	1872	7	1865
FBgn0029590	9	0	9
