N_unmapped	1522425	1522425	1522425
N_multimapping	1373605	1373605	1373605
N_noFeature	648616	40487042	992733
N_ambiguous	3167624	30450	1214203
FBgn0031081	1325	20	1307
FBgn0052826	0	0	0
FBgn0031085	23	23	0
FBgn0062565	3	0	3
FBgn0031088	125	1	124
FBgn0041626	3	0	3
FBgn0040784	1	0	1
FBgn0031086	1	1	0
FBgn0031082	0	0	0
FBgn0031080	432	0	434
FBgn0052821	0	0	0
FBgn0053217	96	3	93
FBgn0052350	513	66	547
FBgn0024733	100868	841	100027
FBgn0040372	1021	3	1018
FBgn0000316	755	4	890
FBgn0024989	265	2	266
FBgn0040371	18	1	17
FBgn0029521	91	3	103
FBgn0004034	10	0	10
FBgn0000022	5	0	5
FBgn0004170	0	0	0
FBgn0002561	0	0	0
FBgn0000137	4	0	4
FBgn0029522	0	121	139
FBgn0052817	2	57	32
FBgn0029524	42	0	43
FBgn0023536	402	4	416
FBgn0023534	1178	22	1156
FBgn0023535	194	913	472
FBgn0023537	2980	13	2967
FBgn0029525	491	6	486
FBgn0029523	50	145	186
FBgn0010019	343	3	340
FBgn0011822	0	0	0
FBgn0052816	233	12	236
FBgn0040370	928	27	901
FBgn0040373	117	2	115
FBgn0000108	34147	258	33891
FBgn0025640	2015	262	2090
FBgn0025635	388	0	388
FBgn0001341	161	52	162
FBgn0003575	1422	13	1410
FBgn0025634	574	7	567
FBgn0025638	2892	324	3127
FBgn0040383	1134	3	1136
FBgn0040382	17276	70	17206
FBgn0027343	338	1	337
FBgn0025621	1696	5	1696
FBgn0029535	1	1	0
FBgn0026874	6	0	6
FBgn0025616	2	0	2
FBgn0015799	1093	15	1083
FBgn0025620	1131	67	2210
FBgn0015288	14122	153	13970
FBgn0029532	3	3	0
FBgn0029531	4	295	5
FBgn0025639	4020	306	4273
FBgn0002579	46764	163	46607
FBgn0026879	2446	112	2673
FBgn0029529	665	3	788
FBgn0025633	1740	9	1731
FBgn0040892	0	0	0
FBgn0040341	6	6	0
FBgn0029539	0	0	0
FBgn0040339	428	4	539
FBgn0052815	1190	238	1669
FBgn0040340	2383	11	2375
FBgn0040347	25	636	31
FBgn0042146	3	0	3
FBgn0029552	0	0	0
FBgn0040337	373	6	379
FBgn0040398	16581	42	16539
FBgn0040365	5	0	5
FBgn0040397	1057	62	1059
FBgn0026143	423	10	426
FBgn0040351	521	5	857
FBgn0040338	1	0	1
FBgn0040350	10	4	6
